Generating SQLite file /home/ndpvslam/Projects/cuvslam-stack/profiling/results/2026-07-03_124820_freiburg3longofficehouse_nsys_dellworkstation_sm89/raw/profile.sqlite from /home/ndpvslam/Projects/cuvslam-stack/profiling/results/2026-07-03_124820_freiburg3longofficehouse_nsys_dellworkstation_sm89/raw/profile.nsys-rep
Processing [/home/ndpvslam/Projects/cuvslam-stack/profiling/results/2026-07-03_124820_freiburg3longofficehouse_nsys_dellworkstation_sm89/raw/profile.sqlite] with [/usr/lib/nsight-systems/target-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)   Style             Range          
 --------  ---------------  ---------  --------  --------  --------  --------  -----------  -------  -------------------------
    100.0           361103         18   20061.3   17507.0     15784     61133      10414.5  PushPop  CCCL:cub::DeviceMergeSort

Processing [/home/ndpvslam/Projects/cuvslam-stack/profiling/results/2026-07-03_124820_freiburg3longofficehouse_nsys_dellworkstation_sm89/raw/profile.sqlite] with [/usr/lib/nsight-systems/target-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)           Name         
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ----------------------
     74.9       6262012456        245   25559234.5   10066014.0       1232  100119608   34135752.2  poll                  
     23.9       2000158739          4  500039684.8  500039479.5  500015512  500064268      26996.3  pthread_cond_timedwait
      1.1         88342853        864     102248.7       8869.0       1082    5852786     343727.8  ioctl                 
      0.1          4528154       1497       3024.8       1172.0       1001    1620999      42023.0  read                  
      0.0          2267431        858       2642.7       2584.0       1162      10986        857.0  open64                
      0.0          1544176         38      40636.2       3825.5       1662    1044343     168588.4  mmap64                
      0.0          1147531         21      54644.3       8163.0       1553     312309      91774.1  mmap                  
      0.0           949100        691       1373.5       1322.0       1001       5108        337.4  stat64                
      0.0           810342         10      81034.2      31868.5      27191     301363     106381.2  sem_timedwait         
      0.0           261452          4      65363.0      63212.0      43367      91661      19878.1  pthread_create        
      0.0           188301          5      37660.2      35875.0      35024      45380       4367.9  fgets                 
      0.0           162457         30       5415.2       5023.0       1011      13170       3677.3  fclose                
      0.0           146666         44       3333.3       2088.5       1131      18248       3324.4  fopen                 
      0.0            76667          1      76667.0      76667.0      76667      76667          0.0  pthread_cond_wait     
      0.0            71786         57       1259.4       1062.0       1001       3695        513.5  close                 
      0.0            46209         15       3080.6       1642.0       1201      14613       3771.7  write                 
      0.0            34874          8       4359.3       3795.5       2574       7271       1790.9  pthread_cond_signal   
      0.0            19728          5       3945.6       3555.0       1492       7571       2577.0  fread                 
      0.0            17248          6       2874.7       2604.0       1392       5098       1298.8  open                  
      0.0            14914          4       3728.5       3966.5       2293       4688       1114.0  pipe2                 
      0.0             9315          1       9315.0       9315.0       9315       9315          0.0  connect               
      0.0             8362          2       4181.0       4181.0       2263       6099       2712.5  socket                
      0.0             6489          4       1622.3       1387.0       1101       2614        699.3  fopen64               
      0.0             4166          3       1388.7       1271.0       1232       1663        238.4  lstat64               
      0.0             3816          3       1272.0       1142.0       1121       1553        243.6  fstat64               
      0.0             3144          2       1572.0       1572.0       1171       1973        567.1  fwrite                
      0.0             3045          2       1522.5       1522.5       1383       1662        197.3  sigaction             
      0.0             1933          1       1933.0       1933.0       1933       1933          0.0  pthread_cond_broadcast
      0.0             1492          1       1492.0       1492.0       1492       1492          0.0  fcntl                 
      0.0             1462          1       1462.0       1462.0       1462       1462          0.0  bind                  
      0.0             1162          1       1162.0       1162.0       1162       1162          0.0  fflush                
      0.0             1081          1       1081.0       1081.0       1081       1081          0.0  dup                   

Processing [/home/ndpvslam/Projects/cuvslam-stack/profiling/results/2026-07-03_124820_freiburg3longofficehouse_nsys_dellworkstation_sm89/raw/profile.sqlite] with [/usr/lib/nsight-systems/target-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls  Avg (ns)   Med (ns)   Min (ns)  Max (ns)  StdDev (ns)                Name              
 --------  ---------------  ---------  ---------  ---------  --------  --------  -----------  --------------------------------
     56.9        285532124       4995    57163.6    38539.0      4567    257135      44128.8  cudaStreamSynchronize           
     16.7         84052399         34  2472129.4     2889.5      1312  80520738   13794145.5  cudaHostAlloc                   
      8.9         44890545      18543     2420.9     2154.0      1923    690029       7104.0  cudaLaunchKernel                
      8.0         40248103      15093     2666.7     1913.0      1573     60313       5236.1  cudaMemcpyAsync                 
      2.7         13793685       9264     1489.0     1392.0      1202     67684        804.2  cudaMemsetAsync                 
      1.9          9468600        894    10591.3     5208.0      2374     51820      10083.1  cudaMemcpy2DAsync               
      1.1          5511381          6   918563.5     5513.5      3155   5434964    2212680.6  cudaMemcpyToSymbol              
      0.9          4474135        246    18187.5     1893.0       270    230393      35274.4  cudaFree                        
      0.7          3559124          4   889781.0   680735.0     24768   2172886     922957.8  cuLibraryLoadData               
      0.6          2810156         34    82651.6     2263.0      1693   1028178     226079.5  cudaFreeHost                    
      0.4          2176849        198    10994.2     1502.0       822     55345      17335.4  cudaMallocPitch                 
      0.3          1683394          1  1683394.0  1683394.0   1683394   1683394          0.0  cudaMallocAsync                 
      0.3          1576788      18543       85.0       71.0        60      6410         74.4  cuKernelGetName                 
      0.1           650457        396     1642.6     1212.0      1071     13511       1005.0  cudaCreateTextureObject         
      0.1           469437         44    10669.0     1838.0      1111     67143      18962.4  cudaMalloc                      
      0.1           260459         90     2894.0     2243.0      2003     20191       2638.7  cudaLaunchKernelExC             
      0.0           236989        396      598.5      575.5       260      5929        349.1  cudaDestroyTextureObject        
